name,frequency,place_type,place_category
Colombier-Fontaine,1,populated place,populated place
Colombine,1,river,stream
Colonne Saint-Pilon,1,hill,elevation
Combaillaux,1,populated place,populated place
Combres-sous-les-Côtes,1,populated place,populated place
Conche de Foncillon,1,cove,concave shoreline
Conche de Pontaillac,1,cove,concave shoreline
Conie,2,river,stream
Conte,2,populated place,populated place
Contest,1,populated place,populated place
Contigny,1,populated place,populated place
Corbeil-Cerf,1,populated place,populated place
Corlée,1,populated place,populated place
Cormatin,1,populated place,populated place
Corn-Loch,1,shoal,underwater elevation
Cornillac,1,populated place,populated place
Corny-Machéroménil,1,populated place,populated place
Corquoy,1,populated place,populated place
Côte de Châtillon,1,hill,elevation
Couille,1,populated place,populated place
Coulazou,1,river,stream
Coulounieix-Chamiers,1,populated place,populated place
Cour-Chaverny,1,populated place,populated place
Cournols,1,populated place,populated place
Cours,10,populated place,populated place
Coursac,3,populated place,populated place
Courtalain,1,populated place,populated place
Courtesserre,1,populated place,populated place
Coussegrey,1,populated place,populated place
Coutable,1,populated place,populated place
Couze,5,river,stream
Craintilleux,1,populated place,populated place
Créquy,1,populated place,populated place
Crespières,1,populated place,populated place
Crêt de la Neige,1,mountain,elevation
Crêt du Nû,1,mountain,elevation
Crête aux Eaux Pendantes,1,ridge,elevated area
Crête de Chauvel,1,mountain,elevation
Crête de Gebets,1,ridge,elevated area
Crête de l’Aup Martin,1,ridge,elevated area
Crête de la Dormillouze,1,ridge,elevated area
Crête de la Grande Forcle,1,mountain,elevation
Crête de la Taillante,1,ridge,elevated area
Crête de Reychasse,1,ridge,elevated area
Crête de Samaroux,1,mountain,elevation
Crête des Aiguilles,1,peak,elevation
Crête des Bouchiers,1,ridge,elevated area
Crête du Pasquier,1,mountain,elevation
Crèvecoeur-en Brie,1,populated place,populated place
Crèvecoeur-en-Auge,1,populated place,populated place
Croce Niole,1,mountain,elevation
Croisières,1,populated place,populated place
Croix-au-Bois,1,populated place,populated place
Croze-l’Hermitage,1,populated place,populated place
Cruis,1,populated place,populated place
"Cuboré, Pas de",1,pass,depression
Cuisery,1,populated place,populated place
Curzay-sur-Vonne,1,populated place,populated place
Curzo,1,populated place,populated place
Cussy,6,populated place,populated place
Cuxac,2,populated place,populated place
Cys-la-Commune,1,populated place,populated place
D’Eguilles,1,mountains,elevated area
Dadonville,1,populated place,populated place
Dammarie-sur-Saulx,1,populated place,populated place
Damonville,1,populated place,populated place
Danestal,1,populated place,populated place
