BINGO DOO TUZLA EXP IMP PJ MJENJACN,CONSUMER STAPLES
DIM KAMENOLOM DOO ZEPCE,MATERIALS
ZAVOD ZDRAVSTVENOG OSIGURANJA K SAR,NOT RELEVANT
GROUP TIBRA PACIFIC,INDUSTRIALS
ZAJEDNICA ZA UPRAVLJANJEM ZGRADOM,REAL ESTATE
EKO TEH DOO,INDUSTRIALS
GROUP LONCAR,INDUSTRIALS
SUTON DOO SIROKI BRIJEG,INDUSTRIALS
ASA PVA DOO ZA PLASMAN VOZILA SARAJ,CONSUMER DISCRETIONARY
BRACA MUCKE DOO ONLY FOOLS AND HORS,CONSUMER DISCRETIONARY
STOCK BH DOO SARAJEVO,CONSUMER STAPLES
CD INVEST DOO,ENERGY
KOLEDZ UJEDINJENOG SVIJETA U MOSTAR,CONSUMER DISCRETIONARY
SUSA COMMERCE DOO VISOKO,CONSUMER DISCRETIONARY
UDRUZENJE MODA M FASHION M ZENICA,INDUSTRIALS
ERAX INVEST DOO BANOVICI,INDUSTRIALS
ORFEJ DOO BANJA LUKA,INDUSTRIALS
JP PUTEVI RS DOO  BANJA LUKA,INDUSTRIALS
METALLEGHE SILICON DOO MRKONJIC,MATERIALS
M R M DOO LJUBUSKI,CONSUMER DISCRETIONARY
GP TEHNIKA INZINJERING DOO HASE BIJ,INDUSTRIALS
TOBACCO DOO BIHAC,NOT RELEVANT
BH DEMINING HUMANITARNA ORGANIZACIJ,NOT RELEVANT
JELIC AUTO DOO MOSTAR,CONSUMER DISCRETIONARY
BINGO DOO EXP IMP TUZLA MJENJACNICA,CONSUMER STAPLES
PU CENTAR ZA OBRAZOVANJE ODRASLIH G,CONSUMER DISCRETIONARY
HERMES SOFTLAB DOO SARAJEVO,INFORMATION TECHNOLOGY
UNISTOURS DD SARAJEVO,CONSUMER DISCRETIONARY
MORES DOO DOBOJ,CONSUMER STAPLES
HYDRO METAL DOO SARAJEVO,INDUSTRIALS
DEVIC TEKSTIL DOO,CONSUMER DISCRETIONARY
H BOSNJAK DOO VELIKA KLADUSA,CONSUMER STAPLES
NOVA DI VRBAS DOO BANJA LUKA,CONSUMER DISCRETIONARY
FABRIKA DUVANA AD BANJALUKA,CONSUMER STAPLES
KGH PROJEKTOVANJE DOO GRADISKA,INDUSTRIALS
TIBRA PACIFIC DOO KISELJAK,MATERIALS
IMEL DOO ZA PROJEKTOVANJE PROM I SE,INFORMATION TECHNOLOGY
PPG DRUSTVO ZA PROJEKTOV I GRADJ DO,INDUSTRIALS
UDRUZENJE PLAN DRUSTVO LUTRIJA BIH,NOT RELEVANT
RMK PROMET DD ZENICA DOMACA I MEDJU,MATERIALS
FEKRY DOO USTIKOLINA,MATERIALS
GRADJ PROMET DOO DOBOJ,INDUSTRIALS
M BIKE DOO SARAJEVO,CONSUMER DISCRETIONARY
DJECIJE OBDANISTE I DOM UCENIKA JU,NOT RELEVANT
BRACA MICIC DOO MODRICA,INDUSTRIALS
L M COMERCE DOO SEKOVICI,CONSUMER STAPLES
INTERKULTURNI SUSRETI U BIH UDRUZEN,INDUSTRIALS
MARIC ZEPCE DOO ZEPCE,INDUSTRIALS
TULUMOVIC MESNA INDUSTRIJA DOO LAKT,CONSUMER STAPLES
INZINJERING 1 DOO TESANJ,MATERIALS
TRIOMAX DOO BIJELJINA,CONSUMER DISCRETIONARY
GROUP AMKO KOMERC SARAJEVO,CONSUMER STAPLES
MOUNTAIN DOO SARAJEVO,INDUSTRIALS
AC FAHRZEUG DOO AUTO CENTAR SREBREN,CONSUMER DISCRETIONARY
JU DOM ZDRAVLJA GORNJI VAKUF USKOPL,HEALTH CARE
ZOVKO OIL DOO ZEPCE,ENERGY
DINECO DOO TREBINJE,CONSUMER DISCRETIONARY
JP BH POSTA DOO SARAJEVO CENTAR POS,INDUSTRIALS
ATAL GROUP DOO SARAJEVO,CONSUMER STAPLES
GROUP DELING,INDUSTRIALS
MAKPHARM DOO SARAJEVO,COMMUNICATIONS
LIFE OIL DOO JELAH TESANJ,ENERGY
DE GO SENIC MIRKO SP,CONSUMER DISCRETIONARY
SBC DOO SARAJEVO,INDUSTRIALS
HRVATSKA POSTA DOO MOSTAR,INDUSTRIALS
SUBGROUP AL SHIDDI,REAL ESTATE
GLOBAL LOGISTIC DOO BANJA LUKA,INDUSTRIALS
LORENCIC DOO SARAJEVO,INDUSTRIALS
GROUP BBM DOO SARAJEVO,INDUSTRIALS
KUNA DOO,INDUSTRIALS
TMD Mibo doo,CONSUMER DISCRETIONARY
UDRUZENJE HEALTHY FUTURE SARAJ,CONSUMER DISCRETIONARY
PAMETNE TEHNOLOGIJE DOO SIROKI BRIJ,CONSUMER DISCRETIONARY
SOLARIS TIM DOO,INDUSTRIALS
WAGNER AUTOMOTIV DOO GRADACAC,CONSUMER DISCRETIONARY
ZOI 84 KJP OLIMPIJSKI CENTAR SARAJE,CONSUMER DISCRETIONARY
KES DOO MOSTAR,MATERIALS
ABC SOFTWARE DOO PODRUZNICA TUZLA,INFORMATION TECHNOLOGY
SJEMENARNA d.o.o. SIROKI BRIJEG,CONSUMER STAPLES
MS&WOOD DD SARAJEVO,CONSUMER DISCRETIONARY
ZITOPROMET DD BRCKO,CONSUMER STAPLES
VEBUSCH DOO GORICA GRUDE,CONSUMER DISCRETIONARY
BOSNAMED DOO SARAJEVO,HEALTH CARE
POLIKO DOO SARAJEVO,INDUSTRIALS
FARIDOO DOO SARAJEVO,INDUSTRIALS
REGULATORNA AGENCIJA ZA KOMUNIKACIJ,NOT RELEVANT
UNIPROMET DOO TRAVNIK,CONSUMER DISCRETIONARY
TN BOSNIA DOO KONJIC,INDUSTRIALS
JAZZ FEST UDRUZENJE SARAJEVO,CONSUMER DISCRETIONARY
BRACA KARIC DOO ZENICA,INDUSTRIALS
MEPAS DOO ZA UNUTARNJU I VANJSKU TR,INDUSTRIALS
ENERGY BENTZ DOO BRCKO,CONSUMER DISCRETIONARY
CRVENO CRNO DOO MOSTAR,CONSUMER DISCRETIONARY
PZU OPCA SPECIJALNA BOLNICA PLAVA M,HEALTH CARE
HARI DOO NOVI TRAVNIK,CONSUMER DISCRETIONARY
MONTING Z DOO ZAVIDOVICI,INDUSTRIALS
GUEVARA BH DOO BANJA LUKA,CONSUMER DISCRETIONARY
CABLEX BH DOO LAKTASI,INDUSTRIALS
FERHEM DOO LUKAVAC,INDUSTRIALS
RECIKLON DOO SARAJEVO,INDUSTRIALS
VODOVOD I KANALIZACIJA KP AD BROD,UTILITIES
TELEGROUP DOO BANJA LUKA,INDUSTRIALS
JPS SUME REPUBLIKE SRPSKE AD SOKOLA,MATERIALS
UDRUZENJE GITARISTA U FEDERACIJI BI,NOT RELEVANT
W PLAZA DOO SARAJEVO,CONSUMER DISCRETIONARY
H N S A DOO TRAVNIK,CONSUMER STAPLES
UDRUZENJE FESTIVAL ULICNE UMJETNOST,NOT RELEVANT
HOLDINA DOO PODRUZNICA BROD BENZINS,ENERGY
UNIS ENERGETIKA,UTILITIES
COFFEE BREAK DOO KISELJAK,CONSUMER DISCRETIONARY
COSMOS COMMERCE DOO TUZLA,CONSUMER DISCRETIONARY
ECOFARM DOO KUPRES,CONSUMER STAPLES
VETERINARSKA STANICA JP DOO BIHAC,HEALTH CARE
OSLOBODJENJE DOO  SARAJEVO,COMMUNICATIONS
TEMPO VRANICA DD MOSTAR,INDUSTRIALS
TOMIC CO DOO ZA TRGOVINU PROMET I U,NOT RELEVANT
AX DOO LJUBUSKI,CONSUMER DISCRETIONARY
PIVARA DD TUZLA,CONSUMER STAPLES
ORBICO BEAUTY DOO SARAJEVO,CONSUMER STAPLES
Elektrometal doo,NOT RELEVANT
HAPSA DOO MOSTAR,REAL ESTATE
DEMA&S DOO MOSTAR,INDUSTRIALS
ALMA APOTEKA PRIV ZDRAVSTVENA USTAN,CONSUMER STAPLES
NESKOVIC DOO BIJELJINA,CONSUMER DISCRETIONARY
ENCOS DOO SARAJEVO,INDUSTRIALS
TEHNO MAG DOO ZA PROIZVODNJU PROMET,CONSUMER DISCRETIONARY
BF KOMERC DOO VELIKA KLADUSA,CONSUMER STAPLES
TRANS EXPERT DOO ZEPCE,INDUSTRIALS
SIKA BH DOO SARAJEVO,INDUSTRIALS
L K W SERVIS DOO STARA BILA,CONSUMER DISCRETIONARY
KJKP RAD DOO SARAJEVO,INDUSTRIALS
LEGEND DOO,MATERIALS
CIAK BATERIJA DOO SARAJEVO,CONSUMER DISCRETIONARY
COLORIS DOO SARAJEVO,INDUSTRIALS
FEDERALNA NOVINSKA AGENCIJA FENA,INDUSTRIALS
ALU CO DOO  SARAJEVO,INDUSTRIALS
NOGOMETNI KLUB VITEZ VITEZ,CONSUMER DISCRETIONARY
PRO MEDIA GROUP DOO SARAJEVO,COMMUNICATIONS
VERACOMP DOO SARAJEVO,INFORMATION TECHNOLOGY
AECOM DOO,INDUSTRIALS
J.P. VODOKOM DOO,UTILITIES
ZAVOD ZA ZDRAV ZAST RADN U SAOBRACA,NOT RELEVANT
OPRESA DD SARAJEVO,CONSUMER STAPLES
ZASTITNI FOND FEDERACIJE BIH ,INDUSTRIALS
JP ELEKTROP BIH DD SARAJEVO ELEKTRO,UTILITIES
MARTIC TRANSPORT DOO ZEPCE,INDUSTRIALS
COLOR VISION DOO TRN LAKTASI,INDUSTRIALS
MAXTON DOO,MATERIALS
NSOFT DOO MOSTAR,INFORMATION TECHNOLOGY
GRIFON DOO ZENICA,INDUSTRIALS
MERIDIAN AD BANJA LUKA,INDUSTRIALS
VJETROELEKTRANE DOO GLAMOC,UTILITIES
E S E DOO SANSKI MOST,CONSUMER DISCRETIONARY
EAST WEST CENTAR,INDUSTRIALS
MARKET 99 DOO TREBINJE,CONSUMER STAPLES
DRVOPRODEX DOO BANJA LUKA,MATERIALS
ORACLE BH DOO SARAJEVO,INFORMATION TECHNOLOGY
PERIC DOO LJUBUSKI,NOT RELEVANT
MERKUR DD SARAJEVO,CONSUMER STAPLES
BOSNAFOLKLOR DOO SARAJEVO,NOT RELEVANT
ELKER EKP AD LJUBIJA,INDUSTRIALS
TERMAG DOO ROGATICA,CONSUMER DISCRETIONARY
SBG DOO GRACANICA,INDUSTRIALS
IRIS MODA DOO,CONSUMER DISCRETIONARY
EMIRATES DOO SARAJEVO,REAL ESTATE
TELERING DOO BANJA LUKA,INDUSTRIALS
ESTETIKA DENT ZU DERVENTA,HEALTH CARE
BIJELJINA PUT DOO BIJELJINA,INDUSTRIALS
BEOCOMP DOO DOBOJ,CONSUMER DISCRETIONARY
BOREAS DOO KRESEVO,CONSUMER STAPLES
F1 DOO POSUSJE,CONSUMER DISCRETIONARY
GROUP PROINTER,INFORMATION TECHNOLOGY
NEVISTIC COMMERCE DOO TOMISLAVGRAD,INDUSTRIALS
PRO EKSIM DOO ZENICA,CONSUMER DISCRETIONARY
KLIMAVENT DD SARAJEVO,NOT RELEVANT
DINARIK DOO,INDUSTRIALS
DOM ZDRAVLJA JZU BANJA LUKA,NOT RELEVANT
UNA AUTO DOO BIHAC,CONSUMER DISCRETIONARY
KULTURNI CENTAR JU BIHAC,CONSUMER DISCRETIONARY
GROUP MRKULIC,CONSUMER DISCRETIONARY
PRO MED BH DOO SARAJEVO,HEALTH CARE
RASCO BH DOO BANJA LUKA,INDUSTRIALS
EKOSTAN DOO FOJNICA,CONSUMER DISCRETIONARY
AUTOPREVOZ BUS DIONICKO DRUSTVO MOS,INDUSTRIALS
LEJLA COMMERC  DOO BIHAC,CONSUMER STAPLES
TUZLA KVARC DOO TUZLA,MATERIALS
KLIO DOO LUKAVAC,INDUSTRIALS
SAB TRADE DOO KAKANJ,INDUSTRIALS
JP ZA UPR I ODR SPORTSKIH OBJEKATA,CONSUMER DISCRETIONARY
GROUP MILCO,MATERIALS
UGSP,INDUSTRIALS
SCHWARZMULLER BH DOO ILIDZA,CONSUMER DISCRETIONARY
NEBO TOURS PUTNICKA AGENCIJA DOO SA,CONSUMER DISCRETIONARY
MOSTAR BUS DOO MOSTAR,INDUSTRIALS
ALDI UDRUZE ZA LOKAL RAZVO INICIJAT,NOT RELEVANT
GP ZGP DIONICKO  DRUSTVO  SARAJEVO,INDUSTRIALS
EUROSTANOVI DOO CAZIN,REAL ESTATE
KOBAR DOO  BUZIM,CONSUMER DISCRETIONARY
KOMUNALAC JKP DOO TUZLA,UTILITIES
SREDNJA POSAVINA MP VODOPR PODUZECE,INDUSTRIALS
TENSOR TECHNOLOGY DOO SARAJEVO,INDUSTRIALS
SKECHERS BH DOO BANJA LUKA,CONSUMER DISCRETIONARY
BHIDAPA SARAJEVO,NOT RELEVANT
SLOGA S DOO,INDUSTRIALS
EURO KANTIC DOO TESANJ,CONSUMER DISCRETIONARY
BLICNET DOO BANJA LUKA,COMMUNICATIONS
UN DZ BIJEDIC AGROMEDITERANSK FAKUL,NOT RELEVANT
MEDICAL INTERTRADE DOO SARAJEVO,HEALTH CARE
ESO PROMET DOO STOLAC,CONSUMER STAPLES
SARAJ KOMERC DOO GORNJI VAKUF,INDUSTRIALS
UDRUZENJE SA VOLLEY,CONSUMER DISCRETIONARY
CHINA ROAD AND BRIDGE CORPORATION C,INDUSTRIALS
TEKNOXGROUP BH DOO TEKNOXGROUP BH L,INDUSTRIALS
MEGATONE DOO BANJA LUKA,COMMUNICATIONS
NEIMARI DOO SARAJEVO,INDUSTRIALS
KOMUNALNE USLUGE AD PRIJEDOR,INDUSTRIALS
MOSTAR AUTO MOTO KLUB UG MOSTAR,NOT RELEVANT
TRANSTTER AD SRPSKI BROD,NOT RELEVANT
BALEGEM DOO MIONICA I  GRADACAC,INDUSTRIALS
CULINA DOO SIROKI BRIJEG,NOT RELEVANT
NATURAL FOOD DOO SARAJEVO,CONSUMER STAPLES
MEDIC TRANS DOO SIPOVO,INDUSTRIALS
MEGA-TRANS doo VISOKO,INDUSTRIALS
VERENSTAN EXPORT IMPORT DOO ZIVINIC,CONSUMER DISCRETIONARY
ASD BP DOO BIHAC,NOT RELEVANT
ARMANI TRADE DOO ZEPCE,CONSUMER STAPLES
MAK ZARA,CONSUMER STAPLES
GROUP VMS,INDUSTRIALS
ADAZAL DOO SARAJEVO,CONSUMER DISCRETIONARY
VAMAL EKO DOO,CONSUMER DISCRETIONARY
ITX BH DOO SARAJEVO,CONSUMER DISCRETIONARY
NITA TRANS DOO BRCKO,INDUSTRIALS
IMMOBILIEN INVESTMENT DOO SARAJEVO,REAL ESTATE
GROUP MAXI,CONSUMER STAPLES
AUTORAD DOO BRCKO,CONSUMER DISCRETIONARY
MLJEKARA PADJENI DOO PLANA BILECA,CONSUMER STAPLES
FS EUROTRANS DOO SARAJEVO,INDUSTRIALS
NETWORK DOO SARAJEVO,INFORMATION TECHNOLOGY
BIP COMMERCE DOO POSUSJE,NOT RELEVANT
ZU&RIC DOO CITLUK,NOT RELEVANT
APOTEKA MY MEDICO VL MR PH KNEZEVIC,CONSUMER STAPLES
MH ERS MP AD TREBINJE,UTILITIES
FOND ZDRAVSTVENOG OSIGURANJA RS BAN,NOT RELEVANT
UDRUZENJE LOVACKO DRUSTVO SRNA GRME,NOT RELEVANT
NESTRO PETROL AD BANJALUKA,CONSUMER DISCRETIONARY
BLOW UP DOO SARAJEVO,NOT RELEVANT
UMU UDRUZENJE MLADIH UMJETNIKA,INDUSTRIALS
MANDIC KOMERC DOO DERVENTA,INDUSTRIALS
UNIGRAD DOO ISTOCNO SARAJEVO,INDUSTRIALS
EU PAL DOO KISELJAK,MATERIALS
SARAJEVSKI OTVORENI CENTAR UDRUZENJ,INDUSTRIALS
BIOTEGA DOO BANJA LUKA,HEALTH CARE
DZAMBO GROUP DOO GRACANICA,INDUSTRIALS
UDRUZENJE BAZICNIH MEDICINSKIH ZNAN,INDUSTRIALS
PEPCO B H  DOO,CONSUMER DISCRETIONARY
APOMEDICAL DOO SARAJEVO,HEALTH CARE
MEGATONE PRINT DOO BANJA LU,COMMUNICATIONS
PLANT DOO TUZLA,CONSUMER STAPLES
TERMO BETON DOO BREZA,INDUSTRIALS
ESSE OIL DOO TESLIC,INDUSTRIALS
VODOEX DOO TOMISLAVGRAD,INDUSTRIALS
FRAMINI DOO VITEZ,CONSUMER DISCRETIONARY
BITUMENKA DD SARAJEVO,INDUSTRIALS
BOSNAPROM DOO KONJIC,CONSUMER DISCRETIONARY
TC ZONA DOO BANJA LUKA,NOT RELEVANT
AUDAX DOO SARAJEVO,CONSUMER DISCRETIONARY
PERNA F BOSANSKA KRUPA,NOT RELEVANT
MIRSAD MILAVIC,NOT RELEVANT
NOVA OTOKA DOO,INDUSTRIALS
PRIVREDNA KOMORA UNSKO SANSKOG KANT,INDUSTRIALS
APOTEKA GRAL PZU SARAJEVO,CONSUMER STAPLES
SLADOJEVIC DOO NOVA TOPOLA GRADISKA,CONSUMER STAPLES
FABRIKA KRECA CARMEUSE DOO DOBOJ,MATERIALS
PLOD UDRUZENJE CENTAR ZA PROM LOK R,NOT RELEVANT
AREX DOO GRADACAC,CONSUMER DISCRETIONARY
CENTAR ZA LJUDSKA PRAVA I SLOBODE,INDUSTRIALS
VINKOVIC DOO  OSTRA LUKA ORASJE,INDUSTRIALS
MLADOST TRADE DOO GLAMOCANI LAKTASI,CONSUMER STAPLES
MB IVANIC DOO LJUBUSKI,MATERIALS
ROAMING NETWORKS D.O.O. BANJA LUKA,INFORMATION TECHNOLOGY
ROYAL LIFE KRALJEVSKI ZIVOT DOO,NOT RELEVANT
BAKUS DOO BANJA LUKA,CONSUMER STAPLES
ENERGTEK HERZ DOO SIROKI BRIJEG,ENERGY
HIDRAULIKA FLEX DOO LAKTASI,INDUSTRIALS
ZD ELDIS TEHNIKA DOO JP EP BIH DD,INDUSTRIALS
UDRUZENJE DOBRA VIJEST SARAJEVO,NOT RELEVANT
MLIN TOMIC DOO,CONSUMER STAPLES
UN DZ BIJEDIC GRADJEVINSKI FAKULTET,CONSUMER DISCRETIONARY
SOLANA DD TUZLA,MATERIALS
ESP BH DOO,INFORMATION TECHNOLOGY
ACMA GROUP DOO BOSANSKA KRUPA,INDUSTRIALS
CENTRALNO GRIJANJE DD TUZLA,UTILITIES
MOVE ONE DOO SARAJEVO,INDUSTRIALS
BIRN UDRUZENJE BALKANSKA ISTR REG M,INDUSTRIALS
DZAMBO DOO GRACANICA,MATERIALS
DOBRINJA DOO SARAJEVO,CONSUMER STAPLES
BRAMS DOO SARAJEVO,CONSUMER STAPLES
AGENCIJA SEC ONE DOO,INDUSTRIALS
PLANIKA FLEX DOO SARAJEVO,CONSUMER DISCRETIONARY
DORMEO HOME DOO SARAJEVO,CONSUMER DISCRETIONARY
MODNA KUCA ELEGANS DOO VISOKO,CONSUMER DISCRETIONARY
AUTOMATIC SERVIS DOO,CONSUMER DISCRETIONARY
AUTO NUIC DOO MOSTAR,CONSUMER DISCRETIONARY
PEMACO DOO BANJA LUKA,ENERGY
CEST ING DOO BRCKO DISTRIKT ,INDUSTRIALS
PZ DEDINA SA PO DOO DERVENTA,MATERIALS
GROUP MIBO,INFORMATION TECHNOLOGY
TRINK DOO ZA TRGOVINU I USLUGE ODZA,INDUSTRIALS
DNEVNE NEZAVISNE NOVINE DOO BANJALU,CONSUMER DISCRETIONARY
FAKULTET ZA KRIMINALISTIKU KRIMINOL,CONSUMER DISCRETIONARY
ITC CONSTRUCTOR GROUP DOO SARAJEVO,NOT RELEVANT
MILKOS DOO SARAJEVO,CONSUMER STAPLES
MUCIC&CO DOO LJUBUSKI,NOT RELEVANT
IG DOO SARAJEVO,NOT RELEVANT
DRAGSTES DOO CRNJELOVO BIJELJINA,CONSUMER DISCRETIONARY
UDR. FUDBALSKI KLUB SARAJEVO,CONSUMER DISCRETIONARY
UNAMETAL PLAST DOO NOVI GRAD,INDUSTRIALS
UNION TRANS DOO OSMACI ZVORNIK,INDUSTRIALS
CRVENA APOTEKA ZU MRKONJIC GRAD,CONSUMER STAPLES
GROUP IPSA INSTITUT,INDUSTRIALS
58 DOO SARAJEVO,NOT RELEVANT
CENTAR ZA POLITIKE I UPRAVLJANJE UD,INDUSTRIALS
DARA DOO POSUSJE,INDUSTRIALS
GALAX NISKOGRADNJA DD BRCKO,INDUSTRIALS
MR SLIJEPCEVIC DOO KOZARSKA DUBICA,CONSUMER DISCRETIONARY
GROUP OVNAK,CONSUMER STAPLES
Group EFT,UTILITIES
ORAO AD BIJELJINA,INDUSTRIALS
GLAS SRPSKE AD BANJA LUKA,CONSUMER DISCRETIONARY
JURCEVIC DOO VITEZ,CONSUMER STAPLES
MESNA INDUSTRIJA STANIC DOO KRESEVO,NOT RELEVANT
TVORNICA ELEKTRO OPREME DD SARAJEVO,INFORMATION TECHNOLOGY
UDRUGA RODIT DJECE I OSOBA SA POS P,NOT RELEVANT
DEFTER DOO SARAJEVO,CONSUMER DISCRETIONARY
DOMUS ARREDI DOO ZENICA,CONSUMER DISCRETIONARY
SPORTSKA ASOCIJACIJA TENIS HEAD AKA,NOT RELEVANT
DRINA PROMET DOO,CONSUMER STAPLES
VIBAU GRADJEVINSKA TEHNIKA DOO JAJC,INDUSTRIALS
KOSARKASKI KLUB ROYAL UDRUZENJE,CONSUMER DISCRETIONARY
POLO DOO KALESIJA,ENERGY
ALTMAN DOO SARAJEVO,CONSUMER DISCRETIONARY
MALI MOZART UDRUZENJE SARAJEVO,INDUSTRIALS
AQUA TIM DISTRIBUCIJA DOO LAKTASI,CONSUMER STAPLES
PIMS DOO SARAJEVO,CONSUMER STAPLES
NT FORGING DOO NOVI TRAVNIK,MATERIALS
DOMAZIC DOO GRADACAC,UTILITIES
STYROTHERM DOO CAZIN,MATERIALS
RUDNICI BOKSITA DD,NOT RELEVANT
EXPO TRADE DOO KISELJAK,CONSUMER DISCRETIONARY
AFTER DOO GRACANICA,INFORMATION TECHNOLOGY
KOMUNALAC AD LAKTASI,INDUSTRIALS
CRVENI KRIZ OPCINE ORASJE,NOT RELEVANT
FAREX DOO TESANJ,CONSUMER STAPLES
IMPORTANNE DOO SARAJEVO,REAL ESTATE
BALKANSKE ISTRAZIVACKE MREZE UDRUZE,INDUSTRIALS
AUTO PRIMUS GRUPA DOO LJUBUSKI,INDUSTRIALS
HOTEL MOSTAR DOO MOSTAR,CONSUMER DISCRETIONARY
DEL CO DOO VISOKO,INDUSTRIALS
DOLA DOO CAZIN,INDUSTRIALS
USTANOVA SUMERO CENTAR ZA PODRSKU O,HEALTH CARE
TISAKOMERC DOO ZEPCE,INDUSTRIALS
GORENJE COMMERCE DOO SARAJEVO,CONSUMER DISCRETIONARY
KRAJINA KLAS DOO BANJALUKA,CONSUMER STAPLES
JZU DOM ZDRAVLJA ZVORNIK,HEALTH CARE
AGRO CENTAR SJEMENARNA DOO MOSTAR,NOT RELEVANT
TEKTON DOO BANJA LUKA,NOT RELEVANT
CMA DOO POSUSJE,MATERIALS
ICOM NS DOO CAPLJINA,CONSUMER STAPLES
KRAJINA EXPORT DOO BIHAC,CONSUMER STAPLES
EXICO HEALTHCARE DOO SARAJEVO,HEALTH CARE
KRAJINA GP AD BANJA LUKA,INDUSTRIALS
BILIJAR I SNUKER SAVEZ FEDERACIJE B,COMMUNICATIONS
NELT DOO ISTOCNO SARAJEVO,CONSUMER STAPLES
RADIO BOSANSKA KRUPA JP DOO  BOS KR,CONSUMER DISCRETIONARY
MCI DOO SIROKI BRIJEG,CONSUMER DISCRETIONARY
HIFA BENZ DOO TESANJ,CONSUMER DISCRETIONARY
IPSA INSTITUT DOO SARAJEVO,INDUSTRIALS
BILO TRADE DOO GRUDE,INDUSTRIALS
FIS SPED DOO VITEZ,INDUSTRIALS
YIMOR DOO BRCKO DISTRIKT BIH,CONSUMER STAPLES
AGRAGOLD DOO BRCKO,CONSUMER STAPLES
INTER METAL DOO BANJA LUKA,NOT RELEVANT
ODBOJKASKI SAVEZ BIH,CONSUMER DISCRETIONARY
SRETNO DOO BIJELJINA,CONSUMER STAPLES
ALKALOID DOO SARAJEVO,CONSUMER DISCRETIONARY
ASA TESTING CENTAR DOO SARAJEVO,CONSUMER DISCRETIONARY
AGROUNIJA DOO,CONSUMER STAPLES
DS SMITH PACKAGING BH DOO SARA,MATERIALS
BANJALUCKA PIVARA AD BANJA LUKA,CONSUMER STAPLES
BH TOBACCO DOO SARAJEVO,CONSUMER STAPLES
POLITICKA ORG INCIJATIVA ZA NOVE GE,INDUSTRIALS
MOTOREX DOO GRACANICA,CONSUMER DISCRETIONARY
TRZNICE PIJACE KJKP DOO SARAJEVO,REAL ESTATE
GHETALDUS OPTIKA DOO SARAJEVO,CONSUMER DISCRETIONARY
GRADEX DOO GRADACAC,INDUSTRIALS
UNIVERSYS DOO SARAJEVO,INDUSTRIALS
PORSCHE LEASING DOO,FINANCIALS
KARATE SAVEZ BOSNE I HERCEGOVINE,COMMUNICATIONS
MAGROS METAL DD SARAJEVO,REAL ESTATE
GUMA VP 200 DOO,CONSUMER DISCRETIONARY
VENERA DOO BANJALUKA,CONSUMER STAPLES
DZIM COMPANY DOO TUZLA,INDUSTRIALS
R&S COMPANY DOO PRNJAVOR,INDUSTRIALS
OBRT COMERC DOO GRACANICA,MATERIALS
LASER TR VL HODZIC HASNIJA SANSKI M,NOT RELEVANT
Energy Financing Team SE Bileca d.o,UTILITIES
ELEKTROPRIVREDA BIH ELEKTRODISTRIBU,UTILITIES
FOOD MARKET DOO SARAJEVO,CONSUMER DISCRETIONARY
ADLER UDRUZENJE ZA PROMO BOKSA I BO,NOT RELEVANT
FIKO COMMERC SF DOO CAZIN,INDUSTRIALS
MEDIA LEVEL DOO,COMMUNICATIONS
BOMARK PACKAGING DOO SARAJEVO,INDUSTRIALS
SHOEBOX BH DOO,CONSUMER DISCRETIONARY
JAVNO PODUZECE RADIO LJUBUSKI DOO L,COMMUNICATIONS
RIBNJAK JANJ DOO BANJA LUKA,CONSUMER STAPLES
FISH CORP 2000 BRCKO,HEALTH CARE
MEDEKS PROM DOO SIPOVO,MATERIALS
UDRUZENJE MIKROKREDITNIH ORGANIZACI,INDUSTRIALS
EKO SIROVINA DOO TUZLA,INDUSTRIALS
EURO METALI DOO DOBOJ JUG,INDUSTRIALS
GLOVOAPP DOO SARAJEVO,CONSUMER DISCRETIONARY
BUTMIR DOO SARAJEVO,INDUSTRIALS
AGROKRAJINA AD BANJA LUKA,NOT RELEVANT
SHAD INVEST DOO SARAJEVO,REAL ESTATE
CARA DOO,INDUSTRIALS
HODZEKS DOO ILIJAS,CONSUMER DISCRETIONARY
UDRUZENJE BANAKA BIH,INDUSTRIALS
DENIX DOO SREBRENIK,INDUSTRIALS
RADIAL LOGISTIC DOO GRACANICA,INDUSTRIALS
IBRAHIMOVIC DOO BOSANSKA KRUPA,INDUSTRIALS
SUPERMARKET DOO SARAJEVO,COMMUNICATIONS
DINAMIK TURS DOO BRCKO,CONSUMER DISCRETIONARY
EURO DAM JAS DOO LUKAVAC,CONSUMER DISCRETIONARY
SUNNYLAND DOO,CONSUMER DISCRETIONARY
ABBVIE DOO SARAJEVO,HEALTH CARE
ENERGOINVEST RTC AMT DOO SARAJEVO,NOT RELEVANT
BENEFIT DOO SARAJEVO,CONSUMER DISCRETIONARY
MREZA ZA PROMJENE JUGOISTOCNE EVROP,NOT RELEVANT
CENTROTRANS A.D. ISTOCNO SARAJ,INDUSTRIALS
FONDACIJA MAK DIZDAR SARAJEVO,INDUSTRIALS
HANA DOO BIHAC,CONSUMER STAPLES
BLACK & WHITE DOO PALE,CONSUMER STAPLES
BIO MASS ENERGY DOO GRACANICA,INDUSTRIALS
CORTIX DOO SARAJEVO,CONSUMER DISCRETIONARY
OFFICE SHOES BH DOO SARAJEVO,CONSUMER DISCRETIONARY
BK GRADNJA DOO ZENICA,INDUSTRIALS
KRISTAL DOO VITEZ,MATERIALS
